ShareCode,MA_std,RSI,Price/BB_up,Price/BB_down,Price/KijunSen,Price/TenkanSen,Price/MA_20,Price/MA_50,Price/MA_100,San,Nganh,So_huu_nha_nuoc,So_huu_nuoc_ngoai,DTT_2018,TT_DTT,EPS_2018,LNST_2018,TT_LNST,TTS_2018,TT_TTS,VCSH_2018,EBITDA,EBITDA_per,ROE,ROA,EV,EV/EBITDA,P/E,P/B,Book_value,Market_size,TTS/VCSH
TN1,> 0.7,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,No info,HOSE,Bất động sản L3,0.0,0.0008,350 ty => 1150 ty,> 0.1,> 2500,> 65 ty,> 0.2,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,> 9,<= 5,> 1.5,190 ty => 550 ty,> 600 ty,2 => 3
MHY,<= 0.3,No info,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.0,0.0,<= 115 ty,> 0.1,No info,<= 2 ty,<= 0,170 ty => 450 ty,<= 0,200 ty => 600 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,<= 40 ty,> 9,No info,<= 0.5,190 ty => 550 ty,<= 50 ty,<= 1.5
TAN,<= 0.3,No info,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Bia và đồ uống L3,0.0600556008,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,<= 50 ty,No info
BXT,<= 0.3,No info,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Vận tải L3,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,<= 50 ty,No info
SCR11816,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CII11815,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
DNB,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Truyền thông L3,0.0,0.0,<= 115 ty,> 0.1,No info,<= 2 ty,<= 0,<= 170 ty,0 => 0.1,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,0.01 => 0.05,<= 40 ty,> 9,No info,0.8 => 1.5,<= 70 ty,<= 50 ty,1.5 => 2
VIC11814,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
VIC11901,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
LNC,<= 0.3,No info,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Hóa chất L3,0.9074491131,0.0,<= 115 ty,No info,<= 250,<= 2 ty,No info,170 ty => 450 ty,> 0.1,70 ty => 200 ty,8 ty => 36 ty,0.1 => 0.2,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,2 => 3
NTF,0.3 => 0.7,No info,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Dược phẩm L3,0.0,0.0,115 ty => 350 ty,<= 0,1000 => 2500,2 ty => 13 ty,0 => 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,0.1 => 0.2,0.05 => 0.1,40 ty => 180 ty,4 => 9,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,2 => 3
PGN,0.3 => 0.7,30 => 70,0.9 => 1,> 1.1,> 1,<= 1,>= 1,>= 1,No info,HNX,Hóa chất L3,0.0,0.0003,<= 115 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,<= 0,<= 170 ty,> 0.1,<= 70 ty,<= 8 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,40 ty => 180 ty,> 9,8 => 18,0.8 => 1.5,<= 70 ty,<= 50 ty,1.5 => 2
CMD,0.3 => 0.7,<= 30,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0,> 1150 ty,<= 0,> 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,0 => 0.1,70 ty => 200 ty,36 ty => 140 ty,<= 0.05,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,0.8 => 1.5,70 ty => 190 ty,150 ty => 600 ty,2 => 3
ATD,<= 0.3,No info,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Hàng cá nhân L3,0.8475037234,0.0,115 ty => 350 ty,<= 0,250 => 1000,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,40 ty => 180 ty,> 9,8 => 18,0.8 => 1.5,<= 70 ty,<= 50 ty,> 3
SOV,> 0.7,No info,> 1,> 1.1,> 1,> 1,>= 1,<= 1,No info,UPCOM,Hàng cá nhân L3,0.0,0.0,<= 115 ty,0 => 0.1,1000 => 2500,2 ty => 13 ty,<= 0,<= 170 ty,0 => 0.1,<= 70 ty,<= 8 ty,0.1 => 0.2,0.1 => 0.2,> 0.1,40 ty => 180 ty,> 9,> 18,> 1.5,<= 70 ty,50 ty => 150 ty,<= 1.5
GAB,0.3 => 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,> 1,<= 1,<= 1,No info,HOSE,Xây dựng và Vật liệu L3,0.0,0.0,<= 115 ty,> 0.1,250 => 1000,2 ty => 13 ty,<= 0,170 ty => 450 ty,> 0.1,70 ty => 200 ty,8 ty => 36 ty,0.1 => 0.2,<= 0.05,0.01 => 0.05,180 ty => 750 ty,> 9,8 => 18,0.8 => 1.5,70 ty => 190 ty,150 ty => 600 ty,<= 1.5
PMW,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Nước & Khí đốt L3,0.1614326,0.0,115 ty => 350 ty,0 => 0.1,> 2500,> 65 ty,<= 0,170 ty => 450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,4 => 9,5 => 8,> 1.5,190 ty => 550 ty,> 600 ty,<= 1.5
CGV,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0006642136,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,<= 1.5
TTL,<= 0.3,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.2505488212,0.0,350 ty => 1150 ty,> 0.1,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,8 ty => 36 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,> 9,> 18,<= 0.5,190 ty => 550 ty,150 ty => 600 ty,2 => 3
HIG,0.3 => 0.7,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Phần mềm & Dịch vụ Máy tính L3,0.0,0.2468120748,350 ty => 1150 ty,<= 0,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,<= 0,200 ty => 600 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,<= 0.5,190 ty => 550 ty,50 ty => 150 ty,1.5 => 2
BVG,<= 0.3,<= 30,<= 0.9,> 1.1,<= 1,<= 1,>= 1,>= 1,<= 1,UPCOM,Kim loại L3,0.0,0.0014357578,115 ty => 350 ty,> 0.1,250 => 1000,2 ty => 13 ty,> 0.2,170 ty => 450 ty,0 => 0.1,<= 70 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,5 => 8,<= 0.5,<= 70 ty,<= 50 ty,> 3
BHA,<= 0.3,No info,> 1,1 => 1.1,> 1,> 1,>= 1,>= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0,115 ty => 350 ty,<= 0,250 => 1000,13 ty => 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,> 140 ty,> 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,4 => 9,> 18,0.8 => 1.5,> 550 ty,> 600 ty,> 3
TTD,> 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Thiết bị và Dịch vụ Y tế L3,0.0,0.0152134774,350 ty => 1150 ty,> 0.1,> 2500,> 65 ty,> 0.2,170 ty => 450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,> 0.2,> 0.1,> 750 ty,> 9,8 => 18,> 1.5,190 ty => 550 ty,> 600 ty,<= 1.5
BHC,<= 0.3,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.3818182222,0.0025333333,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,> 0.1,<= 70 ty,<= 8 ty,<= 0.05,0.1 => 0.2,<= 0.01,180 ty => 750 ty,<= 1,<= 5,<= 0.5,<= 70 ty,<= 50 ty,<= 1.5
PVV,<= 0.3,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.0166666667,0.0021233333,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,<= 1,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,> 3
GVT,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Lâm nghiệp và Giấy L3,0.29,0.0,> 1150 ty,0 => 0.1,> 2500,13 ty => 65 ty,> 0.2,450 ty => 1450 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,0.05 => 0.1,> 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,5 => 8,> 1.5,70 ty => 190 ty,150 ty => 600 ty,> 3
TTZ,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,<= 1,<= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.0,0.3049,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,<= 1.5
GVR,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hóa chất L3,0.9677107048,0.0,> 1150 ty,0 => 0.1,No info,> 65 ty,> 0.2,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,> 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,No info,0.8 => 1.5,> 550 ty,> 600 ty,1.5 => 2
TTV,<= 0.3,No info,0.9 => 1,> 1.1,<= 1,<= 1,>= 1,<= 1,<= 1,UPCOM,Vận tải L3,0.51,0.0,<= 115 ty,> 0.1,1000 => 2500,2 ty => 13 ty,0 => 0.2,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,0.1 => 0.2,0.05 => 0.1,40 ty => 180 ty,4 => 9,<= 5,<= 0.5,<= 70 ty,<= 50 ty,> 3
VVN,<= 0.3,30 => 70,<= 0.9,> 1.1,<= 1,> 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.8275,0.0,> 1150 ty,> 0.1,> 2500,<= 2 ty,<= 0,> 1450 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,> 0.2,<= 0.01,> 750 ty,<= 1,<= 5,<= 0.5,<= 70 ty,150 ty => 600 ty,<= 1.5
HNB,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Vận tải L3,0.6705684211,6.31579e-05,115 ty => 350 ty,0 => 0.1,1000 => 2500,2 ty => 13 ty,0 => 0.2,<= 170 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,> 0.2,0.05 => 0.1,0.05 => 0.1,40 ty => 180 ty,4 => 9,8 => 18,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,<= 1.5
HNA,0.3 => 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Sản xuất & Phân phối Điện L3,0.8414137407,0.0001816899,350 ty => 1150 ty,<= 0,250 => 1000,> 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,> 140 ty,> 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,4 => 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,1.5 => 2
HNF,> 0.7,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,<= 1,<= 1,<= 1,UPCOM,Sản xuất thực phẩm L3,0.0,5.5e-06,> 1150 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,0.05 => 0.1,0.1 => 0.2,0.01 => 0.05,> 750 ty,> 9,> 18,> 1.5,190 ty => 550 ty,> 600 ty,> 3
PDB,> 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.0,0.0908,350 ty => 1150 ty,<= 0,1000 => 2500,13 ty => 65 ty,0 => 0.2,170 ty => 450 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,1 => 4,<= 5,<= 0.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
HND,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,>= 1,>= 1,>= 1,UPCOM,Sản xuất & Phân phối Điện L3,0.51,0.0015694,> 1150 ty,> 0.1,250 => 1000,> 65 ty,> 0.2,> 1450 ty,<= 0,> 600 ty,> 140 ty,> 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,4 => 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
VMI,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.0,0.0795,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
HNI,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hàng cá nhân L3,0.2924050463,0.0069722456,> 1150 ty,> 0.1,> 2500,> 65 ty,0 => 0.2,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,> 0.2,> 0.1,180 ty => 750 ty,4 => 9,<= 5,> 1.5,190 ty => 550 ty,150 ty => 600 ty,2 => 3
PBP,0.3 => 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Hàng công nghiệp L3,0.433923754,0.0125,115 ty => 350 ty,<= 0,1000 => 2500,2 ty => 13 ty,<= 0,<= 170 ty,0 => 0.1,<= 70 ty,8 ty => 36 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,40 ty => 180 ty,4 => 9,5 => 8,0.5 => 0.8,<= 70 ty,<= 50 ty,2 => 3
HNM,0.3 => 0.7,<= 30,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Sản xuất thực phẩm L3,0.0,0.0081,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,<= 0.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
VMG,<= 0.3,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Nước & Khí đốt L3,0.0,0.0068854167,350 ty => 1150 ty,> 0.1,<= 250,<= 2 ty,<= 0,<= 170 ty,0 => 0.1,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,0.5 => 0.8,<= 70 ty,<= 50 ty,2 => 3
VMA,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Ô tô và phụ tùng L3,0.3601,0.3764074074,115 ty => 350 ty,> 0.1,1000 => 2500,2 ty => 13 ty,0 => 0.2,<= 170 ty,0 => 0.1,<= 70 ty,8 ty => 36 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,40 ty => 180 ty,> 9,5 => 8,0.5 => 0.8,<= 70 ty,<= 50 ty,> 3
EVS,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,<= 1,<= 1,>= 1,>= 1,HNX,Dịch vụ tài chính L3,0.0,0.0,115 ty => 350 ty,0 => 0.1,250 => 1000,13 ty => 65 ty,<= 0,450 ty => 1450 ty,> 0.1,> 600 ty,36 ty => 140 ty,> 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,<= 1.5
VMC,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,<= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.51409,0.0228,> 1150 ty,<= 0,> 2500,> 65 ty,<= 0,> 1450 ty,<= 0,200 ty => 600 ty,> 140 ty,0.1 => 0.2,> 0.2,0.05 => 0.1,> 750 ty,4 => 9,<= 5,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,> 3
UNI,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Phần mềm & Dịch vụ Máy tính L3,0.0,0.0165,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,<= 0,70 ty => 200 ty,<= 8 ty,0.1 => 0.2,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,<= 1.5
MLS,> 0.7,<= 30,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Sản xuất thực phẩm L3,0.315,0.0033,115 ty => 350 ty,0 => 0.1,1000 => 2500,2 ty => 13 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,0.05 => 0.1,> 0.2,0.01 => 0.05,40 ty => 180 ty,> 9,8 => 18,> 1.5,<= 70 ty,<= 50 ty,> 3
RHN,<= 0.3,No info,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Vận tải L3,0.51,0.0,115 ty => 350 ty,0 => 0.1,<= 250,<= 2 ty,> 0.2,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,0.8 => 1.5,<= 70 ty,<= 50 ty,> 3
EVF,0.3 => 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Dịch vụ tài chính L3,0.075,0.0003236,350 ty => 1150 ty,> 0.1,250 => 1000,> 65 ty,0 => 0.2,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,> 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,5 => 8,0.5 => 0.8,> 550 ty,> 600 ty,> 3
PCF,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bia và đồ uống L3,0.0,0.0,115 ty => 350 ty,> 0.1,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,<= 0.5,<= 70 ty,<= 50 ty,> 3
VGG,> 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,>= 1,<= 1,<= 1,UPCOM,Hàng cá nhân L3,0.3039891156,0.207897415,> 1150 ty,<= 0,> 2500,> 65 ty,<= 0,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,0.05 => 0.1,> 0.2,> 0.1,> 750 ty,4 => 9,5 => 8,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
MLC,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.5099999401,0.0,<= 115 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,<= 0,<= 170 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,0.1 => 0.2,<= 0.05,0.01 => 0.05,40 ty => 180 ty,1 => 4,8 => 18,<= 0.5,70 ty => 190 ty,<= 50 ty,<= 1.5
KMT,0.3 => 0.7,No info,0.9 => 1,> 1.1,> 1,<= 1,>= 1,>= 1,>= 1,HNX,Kim loại L3,0.3830193727,0.0001,> 1150 ty,<= 0,250 => 1000,2 ty => 13 ty,<= 0,450 ty => 1450 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,180 ty => 750 ty,> 9,8 => 18,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,> 3
TQN,<= 0.3,No info,0.9 => 1,<= 1,> 1,<= 1,<= 1,>= 1,>= 1,UPCOM,Lâm nghiệp và Giấy L3,0.0,0.0,350 ty => 1150 ty,> 0.1,> 2500,13 ty => 65 ty,> 0.2,450 ty => 1450 ty,> 0.1,70 ty => 200 ty,36 ty => 140 ty,0.05 => 0.1,> 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,> 1.5,70 ty => 190 ty,150 ty => 600 ty,> 3
SJG,0.3 => 0.7,30 => 70,<= 0.9,> 1.1,> 1,<= 1,>= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0,> 1150 ty,<= 0,250 => 1000,> 65 ty,<= 0,> 1450 ty,No info,> 600 ty,> 140 ty,> 0.2,<= 0.05,0.01 => 0.05,> 750 ty,> 9,8 => 18,<= 0.5,> 550 ty,> 600 ty,> 3
CCH,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.3,0.0,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,0.5 => 0.8,<= 70 ty,<= 50 ty,> 3
HSM,0.3 => 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hàng cá nhân L3,0.5757365854,3.41463e-05,> 1150 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,> 1450 ty,<= 0,200 ty => 600 ty,> 140 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,<= 5,<= 0.5,> 550 ty,150 ty => 600 ty,> 3
CCM,> 0.7,No info,<= 0.9,> 1.1,> 1,<= 1,>= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0013619575,350 ty => 1150 ty,> 0.1,> 2500,13 ty => 65 ty,<= 0,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,0.05 => 0.1,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,2 => 3
PNJ,> 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Hàng cá nhân L3,0.0,0.49,> 1150 ty,> 0.1,> 2500,> 65 ty,0 => 0.2,> 1450 ty,> 0.1,> 600 ty,> 140 ty,0.05 => 0.1,> 0.2,> 0.1,> 750 ty,> 9,8 => 18,> 1.5,> 550 ty,> 600 ty,1.5 => 2
POM,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,<= 1,HOSE,Kim loại L3,0.0,0.0788,> 1150 ty,<= 0,1000 => 2500,> 65 ty,<= 0,> 1450 ty,> 0.1,> 600 ty,> 140 ty,0.05 => 0.1,0.1 => 0.2,0.01 => 0.05,> 750 ty,> 9,<= 5,<= 0.5,> 550 ty,> 600 ty,2 => 3
PPC,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,>= 1,>= 1,<= 1,HOSE,Sản xuất & Phân phối Điện L3,0.510229209,0.1617,> 1150 ty,> 0.1,> 2500,> 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,> 140 ty,> 0.2,0.1 => 0.2,> 0.1,> 750 ty,4 => 9,5 => 8,0.8 => 1.5,> 550 ty,> 600 ty,<= 1.5
PPI,<= 0.3,30 => 70,<= 0.9,> 1.1,<= 1,> 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.0,0.0097180967,<= 115 ty,<= 0,<= 250,<= 2 ty,> 0.2,450 ty => 1450 ty,<= 0,200 ty => 600 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,<= 1,<= 5,<= 0.5,190 ty => 550 ty,<= 50 ty,2 => 3
PTB,> 0.7,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Xây dựng và Vật liệu L3,0.0,0.2335,> 1150 ty,> 0.1,> 2500,> 65 ty,0 => 0.2,> 1450 ty,> 0.1,> 600 ty,> 140 ty,0.1 => 0.2,> 0.2,> 0.1,> 750 ty,4 => 9,8 => 18,> 1.5,> 550 ty,> 600 ty,2 => 3
SP2,0.3 => 0.7,No info,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.5473074905,0.0,115 ty => 350 ty,0 => 0.1,<= 250,<= 2 ty,> 0.2,450 ty => 1450 ty,<= 0,<= 70 ty,36 ty => 140 ty,> 0.2,0.05 => 0.1,<= 0.01,> 750 ty,> 9,<= 5,<= 0.5,<= 70 ty,50 ty => 150 ty,<= 1.5
NNG,> 0.7,> 70,> 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Hóa chất L3,0.0,0.0014517512,> 1150 ty,> 0.1,> 2500,> 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,> 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,1 => 4,<= 5,0.5 => 0.8,> 550 ty,150 ty => 600 ty,2 => 3
